Scientist,University,Degree,isPostGrad
31bfd570-a9e6-4f87-941a-f615c39632d4,University of Michigan,master's degree mechanical engineering,TRUE
b0bacaa5-237b-4edb-a0fa-70a691026cca,University of New South Wales,master's degree information technology,TRUE
173e461f-8b03-4c3a-ab86-a5adf9100063,University of Pittsburgh,"phd artificial intelligence, learning sciences",TRUE
173e461f-8b03-4c3a-ab86-a5adf9100063,University of Pittsburgh,"ms artificial intelligence, learning sciences",TRUE
5ab97813-388c-4088-a384-b22c829374e1,Maastricht University,msc econometrics & operations research,TRUE
8915d977-d94d-4405-9cbd-9c47c76ba478,Carnegie Mellon University,"phd language technologies institute, school of computer science",TRUE
8915d977-d94d-4405-9cbd-9c47c76ba478,Carnegie Mellon University,"ms language technologies institute, school of computer science",TRUE
f70cfa0c-7ded-4860-adcd-c39cc46e262b,University of Melbourne,master of philosophy - mphil statistics,TRUE
a8533354-15e0-4f88-b3e6-fb7b05ba6bc8,University of London,master of science (m.s.) quantitative finance and mathematics,TRUE
a8533354-15e0-4f88-b3e6-fb7b05ba6bc8,Monash University,master of science (m.s.) business information systems,TRUE
a752ff5e-abf9-4af4-bdcf-96c2f71b44b3,Lunds universitet,master of science electrical engineering,TRUE
c86e1749-36b0-4d4e-b3a2-768eba3fcd8a,Rensselaer Polytechnic Institute,doctor of philosophy (phd) mathematics,TRUE
c86e1749-36b0-4d4e-b3a2-768eba3fcd8a,Rensselaer Polytechnic Institute,master of science (ms) applied mathematics,TRUE
7d22a1c2-e4f2-4d5f-a27b-18ec34101185,Universitat Pompeu Fabra,master's degree bioinformatics for the health science,TRUE
07020bac-f69d-4226-b137-78fad4fd9294,University of Washington,doctor of philosophy - phd bioengineering,TRUE
9e27fce0-1a4c-422b-9893-0b04b21b2d28,Michigan State University,masters of science analytics,TRUE
2c88bf01-bc88-4472-b12e-040955fad2b9,State University of New York at Buffalo,ms computer science,TRUE
171eedd6-6456-409b-b91e-2f884c088867,Queen's University,master of science (m.sc.),TRUE
8b782ec9-63cd-4975-954b-29f974ef89ea,University of San Francisco,master of science - ms data science,TRUE
3f09518c-556f-40f8-805b-804aca78bfd6,California Institute of Technology,ph.d. applied mathematics,TRUE
565dbb6e-860d-48b7-b189-1b63baa4f41a,Concordia University,master's degree computer software engineering gpa -4,TRUE
c55900a8-2a19-464b-bc14-de3f3ba02742,University of San Francisco,master's degree data science,TRUE
7ab88649-763a-44e9-9d8b-2133261a3b0c,Edmond and Lily Safra Center - ELSC,doctor of philosophy - phd computational neuroscience,TRUE
7ab88649-763a-44e9-9d8b-2133261a3b0c,Edmond and Lily Safra Center - ELSC,master of science - ms computational neuroscience,TRUE
7ab88649-763a-44e9-9d8b-2133261a3b0c,The Hebrew University of Jerusalem,msc physics,TRUE
ff898509-06d8-48c8-a231-fefad9521e74,Miami University,ph.d. social psychology,TRUE
1bf00cec-4786-4d1c-b13b-0de4491117c2,University of Iowa,doctor of philosophy (phd) astrophysics,TRUE
e2555342-e6bf-4441-92b4-16f1cd4324e7,"University of California, Los Angeles",m.a. urban planning,TRUE
4d156a48-7d46-496c-973d-566d8d5f6073,University of Cape Town,msc astrophysics and space science astronomy and astrophysics masters,TRUE
cd209d8e-1d92-4667-868b-6ec2b9202500,City University London,master of arts (ma) science journalism (summer 2014),TRUE
05e8fc2c-99f7-4924-be91-9b4ba7ba8621,University of North Carolina at Chapel Hill,doctor of philosophy (ph.d.) statistics,TRUE
a0d422cf-779a-4a74-b9f4-1ae6d34ebea4,Nanyang Technological University,doctor of philosophy (phd) electrical and electronics engineering 4.83/5,TRUE
9f90233b-4506-40d1-a353-bf3000e81e49,Yale University,"master of public health (m.p.h.) epidemiology, biostatistics, environmental exposure",TRUE
e398ddad-1050-4628-a093-1233f5a402ba,University of Eastern Finland,doctor of philosophy (phd) photonics,TRUE
e398ddad-1050-4628-a093-1233f5a402ba,Aalto University,msc (tech.) optics and nanotechnology,TRUE
a4bbdd92-ce8f-49b2-baa6-4b78eb6f6576,school of engineering and applied science,master's of technology computer science,TRUE
1869a45a-dda5-461a-aee8-81988572c762,Carnegie Mellon University,master information system managment,TRUE
a4386f3f-7402-4e12-88f5-20043464cf7d,"University of California, Santa Cruz",doctor of philosophy - phd earth science (biogeochemistry),TRUE
6a41082d-7944-4613-9511-5ab1f6c8e727,National University of Singapore,phd electrical engineering,TRUE
6a41082d-7944-4613-9511-5ab1f6c8e727,Harbin Institute of Technology,master's degree electrical engineering,TRUE
f5a75265-79a7-44e2-9404-11463327d0ad,Università di Pisa,master degree business informatics,TRUE
1c443f4a-7db1-4547-85e7-02782a7b7758,Université de Nice-Sophia Antipolis,master's degree computer science,TRUE
1c443f4a-7db1-4547-85e7-02782a7b7758,Plekhanov Russian University of Economics,master's degree applied informatics in economics - cognitive business intelligence,TRUE
4ea89b78-0100-4f16-9e99-805727036261,"University of California, Berkeley",phd statistics,TRUE
4ea89b78-0100-4f16-9e99-805727036261,Seoul National University,ms statistics,TRUE
bc872fc6-b9a9-4528-8f33-ac641b2fa6da,Eindhoven University of Technology,master of science - ms data science and entrepreneurship cum laude,TRUE
bc872fc6-b9a9-4528-8f33-ac641b2fa6da,Eindhoven University of Technology,pre-master data science and entrepreneurship cum laude,TRUE
696084e9-1178-46be-bbd2-f5d43c9b6596,Georgia Institute of Technology,doctor of philosophy (ph.d.) industrial and system engineering,TRUE
696084e9-1178-46be-bbd2-f5d43c9b6596,Georgia Institute of Technology,master of science (m.s.) operations research,TRUE
696084e9-1178-46be-bbd2-f5d43c9b6596,Universidad Politécnica de Madrid,master's degree networks and telecommunication,TRUE
10223257-0924-437f-9418-941bd2a1d223,Central European University,master's degree applied mathematics,TRUE
2952cca4-9691-4791-9ace-4809b8e753bd,UC Berkeley School of Information,master's in data science data science 3.74,TRUE
d2dc4f6b-e49d-416d-af49-7cb5612ac274,Nanyang Technological University,doctor of philosophy (ph.d.) electrical and electronics engineering,TRUE
0f080965-f116-430f-8592-3f3e3591eba4,Universität Bielefeld,doctor of philosophy (phd) theoretische und mathematische physik,TRUE
0f080965-f116-430f-8592-3f3e3591eba4,Universität Bielefeld,master of science (m.sc.) theoretische und mathematische physik,TRUE
c811a100-5d07-4d0c-806e-2a155e38062d,"University of California, Davis",ph.d physical chemistry,TRUE
c811a100-5d07-4d0c-806e-2a155e38062d,Southern Methodist University,m.s. physics,TRUE
8e7df594-b10f-4b27-ade0-4bb4ce27c2d2,Columbia University in the City of New York,master's degree statistics,TRUE
1beb05a5-9690-4aa3-86c7-acff0ab38d2d,Indian Institute of Science (IISc),master of technology - mtech computer science 9.0/10.0,TRUE
9b9806b6-a891-44b4-b3e7-fb7a2fbe7f5f,Oklahoma State University,master of science - ms business analytics,TRUE
639cb7a5-41a4-4f36-95ae-a1a02b5c3af0,Brigham Young University,master of science (ms) neuroscience,TRUE
6aabf634-3fd0-42ce-931a-79c289f9a5ca,UNSW,doctor of philosophy remote sensing,TRUE
6aabf634-3fd0-42ce-931a-79c289f9a5ca,Beihang University,master of engineering photogrammetry and remote sensing,TRUE
441d2da4-d4a9-4ddc-8f40-1a84d24952e8,Belarusian State University of Informatics and Radioelectronics,master’s degree automation and control of technological processes and production,TRUE
2de47530-5870-48ec-9dfe-72d54466f4f6,New York University,master of science integrated marketing (concentration: marketing analytics) 3.86,TRUE
1a98986f-e83f-44b2-91d5-60e870e77bfc,DePaul University,master's degree applied statistics,TRUE
d1180fb1-8b92-41a6-a8cd-7d3cf4fd1806,University of Wisconsin-Madison,doctor of philosophy (phd) statistics,TRUE
4f4cd228-20c9-46e3-a56d-5ef379ff59b1,"Thomas J. Watson School of Engineering and Applied Science, Binghamton University",doctor of philosophy (phd) electrical engineering,TRUE
4f4cd228-20c9-46e3-a56d-5ef379ff59b1,"Thomas J. Watson School of Engineering and Applied Science, Binghamton University",master of science - ms electrical engineering,TRUE
419f0c05-2e70-47f4-9248-525c4f80696a,Universitat Oberta de Catalunya,master of science - ms data science 8.8/10,TRUE
12b225d6-5ed4-4b3e-a025-5f53e8ab2ad9,Durham University,master in science natural sciences 2:1,TRUE
70b8f0d0-e84b-4c01-8f93-68ef897a304d,University of Auckland,doctor of philosophy (ph.d.) bioengineering and biomedical engineering -,TRUE
0dc2bf3f-eb20-42e3-8a6b-dfa40134eeaf,Stockholms universitet,master of science - ms computer and systems sciences,TRUE
0dc2bf3f-eb20-42e3-8a6b-dfa40134eeaf,Universitatea „Politehnica” din București,doctor of philosophy (ph.d.) computer science,TRUE
0dc2bf3f-eb20-42e3-8a6b-dfa40134eeaf,Universitatea „Politehnica” din București,"master’s degree faculty of electronics, telecommunications and information; elektronski fakultet niš, serbia",TRUE
0033677f-4880-4593-8cd8-dcf3a1ca46b8,The University of Tokyo,master's degree graduate school of information science and technology,TRUE
8e9f07fa-0d5b-48cc-9999-84f1c81e75ee,UNSW,"master's degree information technology, artificial intelligence",TRUE
6468207b-e656-42af-9a4c-dcfe3d9a9db3,Texas A&M University,master's degree statistics,TRUE
c761c8d4-ef4b-4bf5-82df-d04894d40d8a,TIAS School for Business and Society,part-time msc in business administration business analytics 8.5/10.0 (cum laude),TRUE
c761c8d4-ef4b-4bf5-82df-d04894d40d8a,Technische Universiteit Eindhoven,master's degree mechanics of materials 8.0/10.0,TRUE
648f4355-2e5b-4dff-95e3-c35257f68ffd,RMIT University,"phd mechanical engineering, cfd",TRUE
648f4355-2e5b-4dff-95e3-c35257f68ffd,Shanghai Jiao Tong University,"master of engineering mechanical engineering, lng",TRUE
af54aeea-d066-4307-9132-5d288b5a621f,The Australian National University,phd computer science,TRUE
de3b9d25-90e7-4188-bb98-dffd8c142bdf,Erasmus University Rotterdam,master of science (msc) econometrics and management science,TRUE
05763a99-4956-4562-9074-984c59f91562,UC San Diego,phd physics,TRUE
b15ed039-6b5a-4117-ba42-0791db8980c3,Monash University,"master of information technology artificial intelligence, network security, database, web application",TRUE
b15ed039-6b5a-4117-ba42-0791db8980c3,Monash University,master's degree computer science,TRUE
4c85a677-7b8d-4952-910f-161301e2597c,Georgetown University,ph.d physics,TRUE
bccff1ae-a0bb-441e-8383-1cddc623cb64,University of Southern California,doctor of philosophy (ph.d.) electrical engineering - machine learning (minor: mathmetical finance),TRUE
bccff1ae-a0bb-441e-8383-1cddc623cb64,University of Southern California,master of science (m.sc.) electrical and electronics engineering 4.0/4.0,TRUE
0f80d926-981a-4153-a0cd-2c6ed3dea08c,Amirkabir University of Technology - Tehran Polytechnic,master of science (msc) artificial intelligence,TRUE
b9a32fce-68a0-481f-aedd-89528b61ff8f,The University of Manchester,doctor of philosophy (phd) particle physics pass,TRUE
b9a32fce-68a0-481f-aedd-89528b61ff8f,The University of Manchester,master of physics physics first class,TRUE
260e352c-04c3-4b06-b350-a44524da2ded,"University of California, Berkeley",master of information and data science - mids,TRUE
b21dd88b-9e1a-421a-8712-ea60a84e23aa,Universite de Lorraine,doctor of philosophy (phd) computer science,TRUE
b21dd88b-9e1a-421a-8712-ea60a84e23aa,WorldQuant University,master's degree financial engineering,TRUE
b21dd88b-9e1a-421a-8712-ea60a84e23aa,Technische Universiteit Eindhoven,post master student software technology,TRUE
5a486509-a4e8-4e5d-a2af-dc8b62f445c4,The Australian National University,doctor of philosophy (ph.d.) machine learning,TRUE
48f6f15c-eb3a-4f48-92c5-008ca435aa1b,Københavns Universitet,master of science (msc) bioinformatics,TRUE
48f6f15c-eb3a-4f48-92c5-008ca435aa1b,Touro College,master of science (msc) instructional technology,TRUE
48f6f15c-eb3a-4f48-92c5-008ca435aa1b,Univerzita Komenského v Bratislave,"master of science (msc) mathematics, biology, and education",TRUE
e2c12c8a-c285-42ca-803b-a16498b6a665,大阪大学 / Osaka University,doctor of philosophy (ph.d.) computer engineering,TRUE
0453ee07-9793-4eb7-9777-715a7d274193,The University of Chicago,master's degree analytics (data science),TRUE
0453ee07-9793-4eb7-9777-715a7d274193,Max Planck Institute for Terrestrial Microbiology & Philipps University Marburg,"phd biology, general",TRUE
0453ee07-9793-4eb7-9777-715a7d274193,Nankai University,master's degree biochemistry and molecular biology,TRUE
c1dd7b20-c4b6-4b88-ac65-c96f8cd50209,UCLA Anderson School of Management,"master of science in business analytics (msba), graduating december 2019 business analytics",TRUE
c1dd7b20-c4b6-4b88-ac65-c96f8cd50209,Korea Advanced Institute of Science and Technology,master of science - ms engineering/industrial management,TRUE
4fb0d097-0862-4a7b-91a1-cd8833707d61,University of San Francisco,master's degree data science 3.93/4,TRUE
9cf556cf-f72e-44be-a985-9f08a935787c,Telecom ParisTech,phd (doctorat) communications & electronics,TRUE
9cf556cf-f72e-44be-a985-9f08a935787c,Institut national polytechnique de Grenoble,msc (dea) signal processing,TRUE
5d298f9e-8150-4933-b550-ae428ca1e934,North Carolina State University,ph.d.,TRUE
5d298f9e-8150-4933-b550-ae428ca1e934,University of Southern California,m.s.,TRUE
2e2226e0-c466-41da-ab77-e4bdd9c9543c,University of Maryland College Park,"phd astronomy and astrophysics (machine learning, statistics, and computation)",TRUE
2e2226e0-c466-41da-ab77-e4bdd9c9543c,University of Maryland College Park,m.s. astronomy and astrophysics,TRUE
d6666b9f-4577-4dc5-b7d3-e3fa91bf7390,Arizona State University,master of science (m.s.) industrial engineering 3.36,TRUE
53068823-2ef7-4add-8f3d-fb8d1e916139,University of Washington,master's degree (m.s.) chemical engineering | data science magna cum laude,TRUE
41055732-3fe6-4639-a05f-e54ea858366c,University of York,doctor of philosophy (phd) computational chemistry,TRUE
41055732-3fe6-4639-a05f-e54ea858366c,University of York,mres computational biology,TRUE
41055732-3fe6-4639-a05f-e54ea858366c,University of the Punjab,m.sc. biotechnology,TRUE
16052670-8a14-4f81-8fc0-62850364d2f6,Simon Fraser University,professional master's program in big data  computer science 3.7 gpa,TRUE
bbd6bc39-a658-47e4-914b-fe58eed206d8,The University of British Columbia,mds data science 4.0,TRUE
0f86faa7-4890-4347-b9fb-625733092081,National University of Singapore,doctor of philosophy (phd) industrial & systems engineering,TRUE
987d8010-91cc-4389-b5f1-6b5e85383201,Technische Universiteit Delft,ph.d. control engineering,TRUE
987d8010-91cc-4389-b5f1-6b5e85383201,Technische Universiteit Delft,master of science electrical engineering,TRUE
3c023e32-c9b7-412b-885a-9d5a4e7ecc42,Massachusetts Institute of Technology,"doctor of philosophy - phd health sciences & technology, electrical and medical engineering",TRUE
3c023e32-c9b7-412b-885a-9d5a4e7ecc42,Harvard Medical School,doctor of philosophy - phd electrical and medical engineering,TRUE
3c023e32-c9b7-412b-885a-9d5a4e7ecc42,Massachusetts Institute of Technology,ms electrical engineering and computer science,TRUE
cfd23453-23d1-4592-97e5-cce6ae50e9f1,Université de Genève,master's degree statistiques,TRUE
732b3363-0f20-4362-9a7b-251acbfb43ef,University of Maryland Global Campus,master's candidate biotechnology - bioinformatics,TRUE
732b3363-0f20-4362-9a7b-251acbfb43ef,National Yang Ming University,doctor of philosophy - phd biochemistry and molecular biology,TRUE
732b3363-0f20-4362-9a7b-251acbfb43ef,National Yang Ming University,master of science - ms biochemistry and molecular biology,TRUE
8f16b1ca-a5b9-4e65-b73d-9c06e40f2ca4,Grenoble Ecole de Management,"master's degree innovation, strategy and entrepreneurship",TRUE
8f16b1ca-a5b9-4e65-b73d-9c06e40f2ca4,Universität des Saarlandes,masters bioinformatics,TRUE
a9400031-4f5a-4618-8b87-6c134b7a939f,Maastricht University School of Business and Economics,master of science (msc) econometrics and operations research,TRUE
892094b5-85cf-4e81-9a57-4f36367ce8a2,Masaryk University Brno,doctor of philosophy - phd biophysics,TRUE
892094b5-85cf-4e81-9a57-4f36367ce8a2,West Pomeranian University of Technology in Szczecin,"master of engineering (m.eng.) electrical, electronics and communications engineering",TRUE
a9cf1e3c-a511-42ef-a43f-9084e40a07b0,The Johns Hopkins University,ms applied and computational mathematics (thesis stage),TRUE
46d0b205-3039-47a2-8978-59b5aa9ad7af,Ecole Centrale Paris,"master of science (m.sc.) business strategy, applied mathematics for healthcare",TRUE
471c836f-ded5-4c5e-90e1-04be94970d7f,Monash University,master of business information systems (1st class honours),TRUE
2e3902fa-8f36-4010-8b1e-a0281cffa478,Georgia Institute of Technology,doctor of philosophy - phd bioinformatics,TRUE
2e3902fa-8f36-4010-8b1e-a0281cffa478,University of New Orleans,master of science - ms computer science,TRUE
7292684a-9fdc-4fd2-93ea-5fff916d30c0,McMaster University,master of science - ms statistics,TRUE
2a545924-3296-440f-9119-4aba2e27e01a,Cardiff University / Prifysgol Caerdydd,"master of science (msc) operational research, applied statistics, and risk pass",TRUE
35a085ad-ec8a-4200-8b80-b8c2b49bbeee,Deakin University,master of business administration - mba,TRUE
ba5865c7-d3b9-4925-bd00-6e9eab70e5dc,University of Southern California,master of science computer science graduated,TRUE
a2ed7fdd-76e5-4c0a-a92f-7579b20eaba1,"University of California, Davis",ph.d. psychology,TRUE
a2ed7fdd-76e5-4c0a-a92f-7579b20eaba1,"University of California, Davis",m.a. psychology,TRUE
ab169766-6f8b-4648-8dde-7e4accaf90f1,Jawaharlal Nehru University,doctor of philosophy (phd) computational statistical physics,TRUE
ab169766-6f8b-4648-8dde-7e4accaf90f1,Jawaharlal Nehru University,master's degree physics,TRUE
dee0c0e9-2d41-401c-b941-d47e95cc2c00,The University of Manchester,phd computational biochemistry,TRUE
17e3dc78-8a37-46e0-9026-a9661747cd7a,The New School,"master of arts international affairs, socioeconomic development",TRUE
e4460c10-a43b-403a-a612-d103c80735f4,City University of New York City College,master's degree pure mathematics 3.5,TRUE
baad5fb7-7a96-423d-ab3a-8ab8a80e8462,Massachusetts Institute of Technology,ph.d. neuroscience,TRUE
baad5fb7-7a96-423d-ab3a-8ab8a80e8462,Universität des Saarlandes,msc computer science,TRUE
33f5c312-3d4a-4483-b049-eb55d7d6892d,"City, University of London",msc data science data science distinction,TRUE
caa6bc74-fcde-40cd-a79d-88e041429e0d,Monash University,master's degree data science distinction,TRUE
5d882c06-5e0d-4a9f-a128-9cfc1633f29d,University of Technology Sydney,phd engineering,TRUE
5d882c06-5e0d-4a9f-a128-9cfc1633f29d,Mazandaran University of Science and Technology,master industrial engineering,TRUE
0f25f367-2212-47cb-adaa-eeb4c6d8d278,Carnegie Mellon University,master’s degree public policy & management,TRUE
2c3f1c9a-6261-45e7-9b90-37559a72d335,The NorthCap University,master of technology - m.tech computer science (data science & cyber security) a+,TRUE
66c356fd-5328-4ffe-8265-575d332733a7,Drexel University,master of science (ms) business analytics 4.0,TRUE
06f84905-78fb-400f-bfdf-22b085f297bb,UCL,doctor of philosophy - phd neuroscience,TRUE
06f84905-78fb-400f-bfdf-22b085f297bb,Heidelberg University,master's degree biology,TRUE
027c2334-5059-4a5c-bafe-98df267b3a88,Universiteit van Amsterdam,master earth science - geo-ecological dynamics,TRUE
af5f2ec2-6045-4515-b652-4ef804076bd9,Loughborough University,master of science - msc mathematical finance,TRUE
62a9fb04-8d7e-4d1d-8040-012e1b802ba3,Nanyang Technological University,doctor of philosophy (ph.d.) electrical and electronics engineering,TRUE
62a9fb04-8d7e-4d1d-8040-012e1b802ba3,Xi'an Jiaotong University,master's degree applied mathematics,TRUE
8d176e94-915e-4424-b0c8-95bbf75b47b7,"Nanyang Technological University (NTU), Singapore",doctor of philosophy machine learning in sensor networks,TRUE
8d176e94-915e-4424-b0c8-95bbf75b47b7,"Peking University (PKU), China",master's degree computer application technology,TRUE
7cea00dc-033c-485d-9973-5446d5712f11,University of Illinois at Urbana-Champaign,"phd program, master’s degree computer science",TRUE
7cea00dc-033c-485d-9973-5446d5712f11,The University of Texas at Austin,"phd fellow computational science, engineering, and mathematics",TRUE
aede7e56-3bcc-4748-a250-799f094c2ade,University of Canterbury,doctor of philosophy (ph.d.) theoretical and mathematical physics,TRUE
1d92e7cd-c0af-439b-b416-7dda272c3019,University at Buffalo,master's degree data science,TRUE
8ee7f37c-4d6e-4b44-a950-f7469e50d920,Dalhousie University,master’s degree computer science,TRUE
bf088a53-0e64-4b36-bb12-2977c74e7471,UCLA Anderson School of Management,master's degree business analytics,TRUE
05779fd5-c0c4-45e3-8de5-8155a640001b,The University of Manchester,master of science (ms) innovation management and entrepreneurship merit,TRUE
1057722b-8e66-4683-8454-da784b11fc0a,The University of British Columbia / UBC,"doctor of philosophy (phd) physics, cosmology",TRUE
1057722b-8e66-4683-8454-da784b11fc0a,The University of British Columbia / UBC,master of science (msc) astronomy and astrophysics,TRUE
1057722b-8e66-4683-8454-da784b11fc0a,Isfahan University of Technology,master of science (msc) mechanical engineering,TRUE
083db17c-8f9d-425f-a24b-d4c7623b32c5,University of Windsor,msc computer science,TRUE
d478465b-8cce-4b45-8580-ad01785924b5,Texas A&M University-Kingsville,master of science - ms electrical engineering,TRUE
1d1bcc54-bc3a-4b6c-8dd8-93de5023e9a5,University of Washington,master of science - ms data science,TRUE
743cbd7a-6b79-4d8d-9d72-202031b881a8,University of Alberta,master's degree in electrical and computer engineering software engineering and intelligent systems 4.0/4.0,TRUE
743cbd7a-6b79-4d8d-9d72-202031b881a8,University of Alberta,master of science (msc) engineering management (mechanical engineering),TRUE
81f5964e-8df6-46a6-8db1-0359da550a7e,Lancaster University,m.sc. data science,TRUE
47a0c2b5-e878-45c2-82b1-de8c74268b8d,Waterloo,master of data science and artificial intelligence data science and artificial intelligence,TRUE
47a0c2b5-e878-45c2-82b1-de8c74268b8d,Ryerson University,"certificate (msc pre-requisites) data science & analytics, computer science gpa: 4.2 (of 4.33)",TRUE
7dffdf3c-4448-43bf-b014-c82110b8bf9c,Technische Universität Darmstadt,master of science (msc) information and communication engineering (ice) 1.34,TRUE
1e66534e-68de-4100-a15e-46cdaf250c07,Trent University,masters of science bigdata analytics,TRUE
1e66534e-68de-4100-a15e-46cdaf250c07,Gujarat University,master of science statistics,TRUE
6f312ec2-0cd0-4fb5-87ff-310a60c854b5,"University of California, San Diego",doctor of philosophy (phd) bioengineering and biomedical engineering,TRUE
6f312ec2-0cd0-4fb5-87ff-310a60c854b5,University of Illinois at Urbana-Champaign,master of science (ms) electrical and electronics engineering,TRUE
47200e69-9e84-41d5-b39c-1c5f89899454,University of Kentucky,doctor of philosophy - phd computer science/ applied statistic,TRUE
47200e69-9e84-41d5-b39c-1c5f89899454,University of Kentucky,master of sience computer science,TRUE
e39fe110-bcef-42c0-ba53-b90050801484,North Carolina State University,master of science (ms) analytics,TRUE
580c2b68-28c7-4565-bb00-14de114034fb,Alvernia University,master of business administration (m.b.a.),TRUE
cb905a9a-6d7f-4394-bcb7-94799cc5730c,Boston University,m.a.t. secondary mathematics education 3.63,TRUE
cb905a9a-6d7f-4394-bcb7-94799cc5730c,Boston University,"b.a., m.a. in mathematics mathematics 3.70",TRUE
a3c3a38b-650f-462d-ab99-667a7bc5e4d6,東京工業大学,master's degree computational intelligent and systems science,TRUE
d1544625-1d4d-4566-8e05-c902a2a0facf,University of Wisconsin-Madison,ms economics,TRUE
5cfd3355-8c14-44a6-bb3e-38e84cb63c64,Queen Mary University of London,masters big data science,TRUE
5a066cb3-6a26-44a8-a587-741e53c3cc32,Thunderbird School of Global Management,master of business administration (mba) international business & finance,TRUE
54ccadf3-7e91-40f1-96b1-e4e08a515f49,University of Warwick,"bsc mmathphys mathematics and physics, first class",TRUE
6c764c06-b933-422e-8a2b-aa5bc02ae16c,University of Dundee,master of science - ms data engineering distinction,TRUE
8d26a99f-7c03-4e53-93b3-6de960773a24,The University of Freiburg,doctor of philosophy - phd financial mathematics,TRUE
8d26a99f-7c03-4e53-93b3-6de960773a24,Otto-von-Guericke University Magdeburg,doctor of philosophy - ph.d. mathematical statistics and applications,TRUE
8d26a99f-7c03-4e53-93b3-6de960773a24,Shahid Beheshti University,doctor of philosophy - ph.d. mathematical statistics and probability 18.75 (out of 20),TRUE
a2f659b3-e24f-4236-b853-db63109d1bcd,Universiteit Twente,master's degree chemical engineering,TRUE
554f3cd4-b8e2-4e17-a04d-81c99dc99f46,"University of Technology, Sydney",master of data science and innovation machine learning and deep learning hd,TRUE
e4c51231-f720-4373-bd8c-cb1172634173,Kyoto University,doctor of philosophy (ph.d.) urban management,TRUE
e4c51231-f720-4373-bd8c-cb1172634173,National Cheng Kung University,master of science (ms) transportation/mobility management,TRUE
c1b91e03-58db-4a42-b023-1a8518617672,Indian Institute of Science (IISc),m.mgt. business analytics,TRUE
fd05edf0-4ae6-4e71-b43c-aebbfe5964dc,Grenoble Ecole de Management - Grenoble Graduate School of Business,"master of science (msc) in management finance diplômé : 14,22/20 de moyenne",TRUE
f197cdc7-fee8-48c9-b8b8-441f48f76f3c,Stanford University,ph.d. economic analysis @ graduate school of business,TRUE
ad9f2175-a0f2-4406-907e-93e7f1278175,"University of California, Berkeley",master’s degree industrial engineering & operations research,TRUE
f519a962-4637-4158-a25d-d8991254b2b6,Arizona State University - W. P. Carey School of Business,master of science - ms business analytics,TRUE
dcde5def-8534-48ff-a873-a70a9c1b2d1a,UCL,meng mathematical computation computer science graduated with first class honours,TRUE
fa2fab36-a4e8-46fe-9653-d24f0c1b33dd,Queen Mary University of London,master’s degree big data science msc big data science (distinction),TRUE
ef7479d9-d665-4430-ba71-93aab799d0ca,Singapore Management University,"master of it in business analytics dean's list, summa cum laude",TRUE
75420526-6f6a-4356-bb67-9bb40a4ede7d,首都大学東京大学院(Tokyo Metropolitan University),master chemistry,TRUE
19b57dc5-f376-4f10-95f4-f0b9950c2ea5,University of Virginia,master of science (m.s.) systems and information engineering,TRUE
e7db0a1a-0133-4e53-90e3-d06ff6155ad4,Stanford University,master of science - ms management science & engineering,TRUE
c7c0df0b-0edb-4f2d-a429-d69a7b5c0839,Stanford University,ms electrical engineering,TRUE
a6d26e4a-1719-4676-b8dc-7cdd8a3e73d3,Georgia Institute of Technology,master's degree computer science,TRUE
a6d26e4a-1719-4676-b8dc-7cdd8a3e73d3,Carnegie Mellon University,masters in statistical practice statistics,TRUE
afa85cc2-7423-4ccd-bf9c-80490ec15579,"City, University of London","master of science (msc), data science merit",TRUE
3bcd8806-25a0-4fb5-bb65-9cf1fbda0a47,University of Hyderabad,msc. statistics,TRUE
b34b64a0-d17d-4259-89f2-404e783786f0,Jahangirnagar University,master's degree applied statistics and data science,TRUE
5642bc3b-7420-4ebe-b9f2-1ec372505664,Institute for Advanced Analytics at NC State University,master of science (m.s.) analytics,TRUE
2ef51c7a-2588-4362-98c7-845167601659,Penn State University,master of science (ms) operations research,TRUE
72c202d7-cb26-47b3-a68a-b9c976f0fde5,University of Vermont,doctor of philosophy (phd) computer science,TRUE
aa1b5717-7336-4e0f-8047-619ede5079c7,Southern Methodist University,m.s. applied statistics and data analytics 3.88,TRUE
35cfad8f-4718-43e4-a867-55b019125312,"University of California, Berkeley",master of engineering - meng operations research,TRUE
40644691-142e-46ec-980f-051edcba9137,"University of California, Berkeley",master of arts (ma) statistics,TRUE
7eb1a0ba-eaac-4b88-8f40-cf1c54cd26b7,University of Southern California,master's degree computer science 3.6,TRUE
8d3bdc97-3954-477f-9cf0-1fd6348aa429,University of Minnesota,phd communication studies,TRUE
587ee3e0-faa2-4eee-b6fb-9e3424ecee68,University of Connecticut,master's degree statistics,TRUE
4c8aeaa7-8799-43ef-90ed-0324f0769d40,Northwestern University,ph.d. materials science & engineering,TRUE
4c8aeaa7-8799-43ef-90ed-0324f0769d40,Tsinghua University,m.e. materials science & engineering,TRUE
c6b68d3e-db21-4311-a0c0-ef7a09e89ef1,"University of California, Davis",doctor of philosophy (ph.d.) mathematics,TRUE
c6b68d3e-db21-4311-a0c0-ef7a09e89ef1,California State University-Sacramento,master of arts (m.a.) mathematics,TRUE
d2269e7e-125d-4331-8b5c-3614e3947de5,Princeton University,ph.d. quantitative and computational biology,TRUE
fb37b795-d00c-43f5-8db4-7f8084214a30,"University College London, U. of London",master of engineering (meng) electrical engineering with computer science,TRUE
